,title,artist,rank,total_swear,percent_swear
14046,What You Want,Evanescence,68,12,0.09523809523809523
14047,What You Want,Mase Featuring Total,8,0,0.0
14048,What You Won't Do For Love,Go West,55,0,0.0
14049,What You're Missing,Chicago,81,0,0.0
14050,What'Chu Like,Da Brat Featuring Tyrese,26,9,0.030927835051546393
14051,What'd You Come Here For?,Trina & Tamara,57,0,0.0
14052,What's A Guy Gotta Do,Joe Nichols,64,0,0.0
14053,What's Free,Meek Mill Featuring Rick Ross & JAY-Z,61,8,0.012678288431061807
14054,What's Going On,Cyndi Lauper,12,0,0.0
14055,What's It Gonna Be?!,Busta Rhymes Featuring Janet,4,2,0.002320185614849188
14056,What's It Like,Jagged Edge,85,0,0.0
14057,What's It To You,Clay Walker,73,0,0.0
14058,What's Left Of Me,Nick Lachey,6,0,0.0
14059,What's Love Got To Do With It,Tina Turner,1,0,0.0
14060,What's Love??,Rod Wave,94,10,0.045662100456621
14061,What's Luv?,Fat Joe Featuring Ashanti,2,2,0.005934718100890208
14062,What's My Age Again?,blink-182,58,4,0.031746031746031744
14063,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",84,0,0.0
14064,What's My Name,DMX,67,12,0.030303030303030304
14065,What's My Name?,Rihanna Featuring Drake,1,0,0.0
14066,What's My Name?,Snoop Dogg,8,17,0.04722222222222222
14067,What's Next,Drake,4,3,0.01
14068,What's On Tonight,Montell Jordan,21,0,0.0
14069,What's On Your Mind (Pure Energy),Information Society,3,0,0.0
14070,What's She Got,Liquid Gold,86,0,0.0
14071,What's So Different,Ginuwine,52,10,0.038314176245210725
14072,What's Stopping You,The O'Jays,73,0,0.0
14073,"What's The Frequency, Kenneth?",R.E.M.,21,1,0.00819672131147541
14074,What's The Matter Here?,"10,000 Maniacs",82,0,0.0
14075,What's The Move,Young Thug Featuring Lil Uzi Vert,55,20,0.043478260869565216
14076,What's Too Much,Smokey Robinson,80,0,0.0
14077,What's Up,DJ Miko,60,0,0.0
14078,What's Up Doc? (Can We Rock),Fu-Schnickens W/ Shaquille O'Neal,46,4,0.007874015748031496
14079,What's Up?,4 Non Blondes,16,0,0.0
14080,What's Your Country Song,Thomas Rhett,29,4,0.025157232704402517
14081,What's Your Fantasy,Ludacris Featuring Shawnna,21,4,0.007936507936507936
14082,Whataya Want From Me,Adam Lambert,13,1,0.00684931506849315
14083,Whatcha Gone Do?,Link,23,0,0.0
14084,Whatcha Gonna Do,Chilliwack,41,0,0.0
14085,Whatcha Gonna Do With My Lovin',Inner City,76,0,0.0
14086,Whatcha Say,Jason Derulo,2,0,0.0
14087,Whatcha Wanna Do?,Mia X Featuring Charlie Wilson,46,1,0.0034482758620689655
14088,Whatchulookinat,Whitney Houston,96,0,0.0
14089,Whateva Man,Redman,44,11,0.03363914373088685
14090,Whatever,En Vogue,18,0,0.0
14091,Whatever Happened To Old Fashioned Love,B.J. Thomas,98,0,0.0
14092,Whatever It Is,Zac Brown Band,26,0,0.0
14093,Whatever It Takes,Imagine Dragons,14,0,0.0
14094,Whatever It Takes,Lifehouse,35,0,0.0
14095,Whatever She's Got,David Nail,35,0,0.0
14096,Whatever You Decide,Randy VanWarmer,77,0,0.0
14097,Whatever You Like,T.I.,1,0,0.0
14098,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,61,2,0.007936507936507936
14099,Whatever You Say,Martina McBride,37,0,0.0
14100,Whatever You Want,Tony Toni Tone,48,0,0.0
14101,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,30,51,0.10450819672131148
14102,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,36,0.05405405405405406
14103,Whatta Man,Salt-N-Pepa Featuring En Vogue,3,0,0.0
14104,Wheels,Foo Fighters,72,0,0.0
14105,When A Man Loves A Woman,Bette Midler,35,0,0.0
14106,When A Man Loves A Woman,Michael Bolton,2,0,0.0
14107,When A Woman Loves,R. Kelly,93,0,0.0
14108,When A Woman's Fed Up,R. Kelly,22,2,0.00975609756097561
14109,When All Is Said And Done,ABBA,27,0,0.0
14110,When Boy Meets Girl,Total,54,0,0.0
14111,When Can I See You,Babyface,4,0,0.0
14112,When Doves Cry,Prince,1,0,0.0
14113,When God-Fearin' Women Get The Blues,Martina McBride,64,0,0.0
14114,When He Shines,Sheena Easton,30,0,0.0
14115,When I Close My Eyes,Shanice,12,0,0.0
14116,When I Die,No Mercy,41,0,0.0
14117,When I Dream Of You,Tommy Page,43,0,0.0
14118,When I Fall In Love,Natalie Cole,95,0,0.0
14119,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,40,0,0.0
14120,When I Get You Alone,Glee Cast,47,0,0.0
14121,When I Give My Love,Keith Sweat,85,0,0.0
14122,When I Grow Up,The Pussycat Dolls,9,0,0.0
14123,When I Look At You,Miley Cyrus,25,0,0.0
14124,When I Look Into Your Eyes,Firehouse,8,0,0.0
14125,When I Look To The Sky,Train,74,0,0.0
14126,When I Looked At Him,Expose,10,0,0.0
14127,When I Said I Do,Clint Black,31,0,0.0
14128,When I See This Bar,Kenny Chesney,90,0,0.0
14129,When I See U,Fantasia,38,0,0.0
14130,When I See You Smile,Bad English,1,0,0.0
14131,When I Think About Angels,Jamie O'Neal,35,0,0.0
14132,When I Think About Cheatin',Gretchen Wilson,42,0,0.0
14133,When I Think Of You,Janet Jackson,1,0,0.0
14134,When I Wanted You,Barry Manilow,20,0,0.0
14135,When I Was Your Man,Bruno Mars,1,0,0.0
14136,When I'm Alone,Post Malone,97,1,0.004784688995215311
14137,When I'm Back On My Feet Again,Michael Bolton,8,0,0.0
14138,When I'm Gone,3 Doors Down,5,1,0.006993006993006993
14139,When I'm Gone,Alesso / Katy Perry,91,0,0.0
14140,When I'm Gone,Eminem,8,1,0.0022675736961451248
14141,When I'm Gone,Wiz Khalifa,72,4,0.01904761904761905
14142,When I'm With You,Sheriff,2,0,0.0
14143,When It Hurts,Avant,93,0,0.0
14144,When It Rains It Pours,Luke Combs,36,2,0.010416666666666666
14145,When It's Love,Van Halen,5,0,0.0
14146,When It's Over,Loverboy,26,0,0.0
14147,When It's Over,Sugar Ray,14,0,0.0
14148,When Love & Hate Collide,Def Leppard,58,0,0.0
14149,When Love Comes To Town,U2 With B.B. King,69,0,0.0
14150,When Love Cries,Donna Summer,77,0,0.0
14151,When Love Starts Talkin',Wynonna,98,0,0.0
14152,When Love Takes Over,David Guetta Featuring Kelly Rowland,76,0,0.0
14153,When She Cries,Restless Heart,11,0,0.0
14154,When She Dances,Joey Scarbury,52,0,0.0
14155,When She Says Baby,Jason Aldean,40,1,0.0072992700729927005
14156,When She Was My Girl,Four Tops,11,0,0.0
14157,When Smokey Sings,ABC,6,1,0.006666666666666667
14158,When Somebody Loves You,Alan Jackson,52,1,0.018518518518518517
14159,When The Children Cry,White Lion,5,0,0.0
14160,When The Feeling Comes Around,Jennifer Warnes,45,0,0.0
14161,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,2,0,0.0
14162,When The Heart Rules The Mind,GTR,14,0,0.0
14163,When The Lady Smiles,Golden Earring,80,0,0.0
14164,When The Last Time,Clipse,20,10,0.02481389578163772
14165,When The Lights Go Out,Five,10,0,0.0
14166,When The Lights Go Out,Gerardo,98,0,0.0
14167,When The Lights Go Out,Naked Eyes,37,0,0.0
14168,When The Night Comes,Joe Cocker,14,0,0.0
14169,When The Party's Over,Billie Eilish,29,0,0.0
14170,When The Radio Is On,Paul Shaffer,81,0,0.0
14171,When The Rain Begins To Fall,Jermaine Jackson & Pia Zadora,54,0,0.0
14172,When The Rain Comes Down,Andy Taylor,77,0,0.0
14173,When The Stars Go Blue,Tim McGraw,37,0,0.0
14174,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,26,0,0.0
14175,When Things Go Wrong,Robin Lane & The Chartbusters,87,0,0.0
14176,When We,Tank,78,20,0.12578616352201258
14177,When We Dance,Sting,41,1,0.00819672131147541
14178,When We Get Married,Larry Graham,76,0,0.0
14179,When We Kiss,Bardeux,36,0,0.0
14180,When We Make Love,Alabama,73,0,0.0
14181,When We Stand Together,Nickelback,44,0,0.0
14182,When We Was Fab,George Harrison,23,0,0.0
14183,When We Were Young,Adele,14,0,0.0
14184,When Will I Be Famous?,Bros,83,0,0.0
14185,When Will I See You Smile Again?,Bell Biv DeVoe,68,0,0.0
14186,When You Believe,Whitney Houston & Mariah Carey,15,0,0.0
14187,When You Close Your Eyes,Night Ranger,14,0,0.0
14188,When You Lie Next To Me,Kellie Coffey,55,0,0.0
14189,When You Look Me In The Eyes,Jonas Brothers,27,0,0.0
14190,When You Love A Woman,Journey,13,0,0.0
14191,When You Need My Love,Darryl Worley,75,0,0.0
14192,When You Say Nothing At All,Alison Krauss + Union Station,53,0,0.0
14193,When You Talk About Love,Patti LaBelle,56,0,0.0
14194,When You Walk In The Room,Paul Carrack,92,0,0.0
14195,When You Were Young,The Killers,24,0,0.0
14196,When You're Gone,Avril Lavigne,25,0,0.0
14197,When You're Gone,Shawn Mendes,50,0,0.0
14198,When You're Gone/Free To Decide,The Cranberries,22,0,0.0
14199,When You're Mad,Ne-Yo,15,3,0.01910828025477707
14200,When Your Heart Is Weak,Cock Robin,35,0,0.0
14201,Whenever You Come Around,Vince Gill,72,0,0.0
14202,Whenever You're Near Me,Ace Of Base,76,0,0.0
14203,"Whenever, Wherever",Shakira,6,0,0.0
14204,Where Are U Now,Skrillex & Diplo With Justin Bieber,9,0,0.0
14205,Where Are We Runnin'?,Lenny Kravitz,69,0,0.0
14206,Where Are You Going,Dave Matthews Band,39,0,0.0
14207,Where Are You Now?,Jimmy Harnen With Synch,13,0,0.0
14208,Where Did Your Heart Go?,Wham!,50,0,0.0
14209,Where Do Broken Hearts Go,One Direction,88,0,0.0
14210,Where Do Broken Hearts Go,Whitney Houston,1,0,0.0
14211,Where Do The Children Go,Hooters,38,0,0.0
14212,Where Do U Want Me To Put It,Solo,50,0,0.0
14213,Where Do We Go From Here,Deborah Cox,49,0,0.0
14214,Where Do We Go From Here,Filter,94,1,0.008620689655172414
14215,"Where Do We Go From Here (From ""Eraser"")",Vanessa Williams,71,0,0.0
14216,Where Do You Go,No Mercy,5,0,0.0
14217,Where Does My Heart Beat Now,Celine Dion,4,0,0.0
14218,Where Does That Leave Love,George LaMond,63,0,0.0
14219,Where Does The Lovin' Go,David Gates,46,0,0.0
14220,Where Ever You Are,Terry Ellis,52,0,0.0
14221,"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,84,0,0.0
14222,Where Have All The Cowboys Gone?,Paula Cole,8,0,0.0
14223,Where Have You Been,Rihanna,5,0,0.0
14224,Where I Come From,Alan Jackson,34,0,0.0
14225,Where I Come From,Montgomery Gentry,72,1,0.006369426751592357
14226,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,95,5,0.023474178403755867
14227,Where I Wanna Be,Donell Jones,33,0,0.0
14228,Where I Wanna Be Boy,Missjones,82,0,0.0
14229,Where I'm From,Jason Michael Carroll,64,0,0.0
14230,Where Is The Love?,The Black Eyed Peas,8,0,0.0
14231,Where It Ends,Bailey Zimmerman,72,0,0.0
14232,Where It's At,Beck,61,0,0.0
14233,"Where It's At (Yep, Yep)",Dustin Lynch,48,0,0.0
14234,Where My Girls At?,702,4,0,0.0
14235,Where She Goes,Bad Bunny,8,0,0.0
14236,Where The Blacktop Ends,Keith Urban,35,0,0.0
14237,Where The Green Grass Grows,Tim McGraw,79,0,0.0
14238,Where The Hood At,DMX,70,33,0.06470588235294118
14239,Where The Party At,Jagged Edge With Nelly,3,3,0.006048387096774193
14240,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,20,0,0.0
14241,Where The Streets Have No Name,Pet Shop Boys,78,0,0.0
14242,Where The Streets Have No Name,U2,13,0,0.0
14243,Where The Wild Things Are,Luke Combs,78,0,0.0
14244,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,14,3,0.009316770186335404
14245,Where Were You (When The World Stopped Turning),Alan Jackson,28,0,0.0
14246,Where Would You Be,Martina McBride,46,0,0.0
14247,Where Ya At,Future Featuring Drake,28,54,0.17034700315457413
14248,Where You At,Jennifer Hudson,64,0,0.0
14249,Where You Goin' Now,Damn Yankees,21,0,0.0
14250,Where'd You Go,Fort Minor Featuring Holly Brook,4,6,0.02631578947368421
14251,Where's Your Angel?,Lani Hall,90,0,0.0
14252,Wherever I Go,OneRepublic,56,0,0.0
14253,Wherever I Lay My Hat (That's My Home),Paul Young,70,0,0.0
14254,Wherever I May Roam,Metallica,82,0,0.0
14255,Wherever Would I Be,Cheap Trick,50,0,0.0
14256,Wherever You Are,Jack Ingram,64,0,0.0
14257,Wherever You Go,Voices Of Theory,36,0,0.0
14258,Wherever You Will Go,The Calling,5,0,0.0
14259,While You Loved Me,Rascal Flatts,61,0,0.0
14260,While You See A Chance,Steve Winwood,7,0,0.0
14261,Whine Up,Kat DeLuna Featuring Elephant Man,29,0,0.0
14262,Whip Appeal,Babyface,7,0,0.0
14263,Whip It,Devo,14,0,0.0
14264,Whip My Hair,WILLOW,13,0,0.0
14265,Whipped,Jon Secada,68,0,0.0
14266,Whirly Girl,Oxo,30,0,0.0
14267,Whiskey,Jana Kramer,94,3,0.024793388429752067
14268,Whiskey And Rain,Michael Ray,37,0,0.0
14269,Whiskey Friends,Morgan Wallen,61,0,0.0
14270,Whiskey Girl,Toby Keith,32,1,0.0058823529411764705
14271,Whiskey Glasses,Morgan Wallen,17,1,0.003246753246753247
14272,Whiskey In My Water,Tyler Farr,54,1,0.00546448087431694
14273,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,41,0,0.0
14274,Whiskey On You,Nate Smith,43,1,0.004784688995215311
14275,Whisper In The Dark,Dionne Warwick,72,0,0.0
14276,Whisper To A Scream (Birds Fly),Icicle Works,37,0,0.0
14277,Whispers,Corina,51,1,0.004273504273504274
14278,Whispers In The Dark,Mumford & Sons,81,0,0.0
14279,Whistle,Flo Rida,1,2,0.006514657980456026
14280,Whistle While You Twurk,Ying Yang Twins,78,14,0.027559055118110236
14281,White & Nerdy,"""Weird Al"" Yankovic",11,0,0.0
14282,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,15,0,0.0
14283,White Flag,Dido,18,0,0.0
14284,White Horse,Chris Stapleton,27,0,0.0
14285,White Horse,Laid Back,26,5,0.0625
14286,White Horse,Taylor Swift,29,0,0.0
14287,White Hot,Red Rider,50,0,0.0
14288,White Houses,Vanessa Carlton,86,0,0.0
14289,White Iverson,Post Malone,14,9,0.038461538461538464
14290,White Liar,Miranda Lambert,42,0,0.0
14291,White Men Can't Jump,Riff,90,0,0.0
14292,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,15,16,0.04610951008645533
14293,White Wedding,Billy Idol,36,0,0.0
14294,Who Am I,Beenie Man,40,0,0.0
14295,Who Are You When I'm Not Looking,Blake Shelton,46,0,0.0
14296,Who Booty,Jonn Hart Featuring IamSU!,69,6,0.023166023166023165
14297,Who Can I Run To,Xscape,9,0,0.0
14298,Who Can It Be Now?,Men At Work,1,0,0.0
14299,Who Dat,JT Money Featuring Sole,5,17,0.037037037037037035
14300,Who Dat Boy,"Tyler, The Creator",87,20,0.06688963210702341
14301,Who Dat Girl,Flo Rida Featuring Akon,29,1,0.0036900369003690036
14302,Who Did You Think I Was,John Mayer Trio,92,0,0.0
14303,Who Do U Love,Deborah Cox,20,0,0.0
14304,Who Do You Give Your Love To?,Michael Morales,15,0,0.0
14305,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,52,4,0.02030456852791878
14306,Who Do You Love?,YG Featuring Drake,54,23,0.0782312925170068
14307,Who Do You Think You're Foolin',Donna Summer,40,0,0.0
14308,Who Found Who,Jellybean Featuring Elisa Fiorillo,19,0,0.0
14309,Who Gon Stop Me,Jay Z Kanye West,44,11,0.02689486552567237
14310,Who Got The Props,Black Moon,86,1,0.0016611295681063123
14311,Who I Am,Danielle Bradbery,78,0,0.0
14312,Who I Am,Jessica Andrews,28,0,0.0
14313,Who I Am,Nick Jonas & The Administration,73,0,0.0
14314,Who I Am Hates Who I've Been,Relient K,58,0,0.0
14315,Who I Am With You,Chris Young,50,0,0.0
14316,Who I Want,Lil Baby & Lil Durk,46,16,0.05194805194805195
14317,Who Is It,Michael Jackson,14,1,0.0029585798816568047
14318,Who Is She 2 U,Brandy,89,1,0.004273504273504274
14319,Who Knew,P!nk,9,0,0.0
14320,Who Let The Dogs Out,Baha Men,40,0,0.0
14321,Who Needs Love,Trippie Redd,58,30,0.15789473684210525
14322,Who Needs Pictures,Brad Paisley,67,0,0.0
14323,Who Said,Hannah Montana,83,0,0.0
14324,Who Said I Would,Phil Collins,75,0,0.0
14325,Who Says,John Mayer,44,0,0.0
14326,Who Says,Selena Gomez & The Scene,22,0,0.0
14327,Who Says You Can't Go Home,Bon Jovi,23,0,0.0
14328,Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,84,0,0.0
14329,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",17,46,0.08534322820037106
14330,Who We Be,DMX,62,9,0.02702702702702703
14331,Who Wears These Shoes?,Elton John,17,0,0.0
14332,Who Will Save Your Soul,Jewel,11,0,0.0
14333,Who Will You Run To,Heart,7,0,0.0
14334,Who Wouldn't Wanna Be Me,Keith Urban,30,0,0.0
14335,Who You Are,Pearl Jam,35,1,0.02127659574468085
14336,"Who You Wit (From ""Sprung"")",JAY-Z,84,14,0.03389830508474576
14337,Who You'd Be Today,Kenny Chesney,39,2,0.01694915254237288
14338,Who'll Be The Fool Tonight,Larsen-Feiten Band,29,0,0.0
14339,Who's Behind The Door?,Zebra,62,0,0.0
14340,Who's Crying Now,Journey,4,0,0.0
14341,Who's Gonna Ride Your Wild Horses,U2,35,0,0.0
14342,Who's Got Your Love,Nyasia,95,0,0.0
14343,Who's Holding Donna Now,Debarge,8,0,0.0
14344,Who's In Your Head,Jonas Brothers,93,0,0.0
14345,"Who's Johnny (""Short Circuit"" Theme)",El DeBarge,3,0,0.0
14346,Who's Making Love,Blues Brothers,39,0,0.0
14347,Who's That Chick?,David Guetta Featuring Rihanna,51,0,0.0
14348,Who's That Girl,Eurythmics,21,0,0.0
14349,Who's That Girl,Madonna,2,0,0.0
14350,Who's That Girl?,Eve,47,9,0.02459016393442623
14351,Who's Your Daddy?,Toby Keith,24,0,0.0
14352,Who's Zoomin' Who,Aretha Franklin,8,0,0.0
14353,Who? What!,Travis Scott,43,8,0.024096385542168676
14354,Whoa Now,B Rich,98,1,0.0034602076124567475
14355,Whoa!,Black Rob,46,19,0.042222222222222223
14356,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,88,19,0.05475504322766571
14357,Whole Lotta Money,BIA Featuring Nicki Minaj,30,30,0.12552301255230125
14358,Whoomp! (There It Is),Tag Team,2,5,0.014204545454545454
14359,Whoopty,CJ,10,10,0.04291845493562232
14360,"Whoot, There It Is",95 South,12,0,0.0
14361,Whutcha Want?,Nine,50,4,0.009478672985781991
14362,Why,Annie Lennox,37,0,0.0
14363,Why,Carly Simon,74,0,0.0
14364,Why,Jason Aldean,43,0,0.0
14365,Why Can't I Be You?,The Cure,55,0,0.0
14366,Why Can't I Have You,The Cars,33,0,0.0
14367,Why Can't I?,Liz Phair,32,1,0.006993006993006993
14368,Why Can't This Be Love,Van Halen,4,1,0.010638297872340425
14369,Why Can't This Night Go On Forever,Journey,60,0,0.0
14370,Why Can't You Come Home,Ex-Girlfriend,78,2,0.006172839506172839
14371,Why Do Fools Fall In Love,Diana Ross,7,0,0.0
14372,"Why Does It Hurt So Bad (From ""Waiting To Exhale"")",Whitney Houston,26,0,0.0
14373,Why Don't We Fall In Love,Amerie,24,0,0.0
14374,Why Don't We Just Dance,Josh Turner,35,0,0.0
14375,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,9,0,0.0
14376,Why Don't You Get A Job?,The Offspring,76,3,0.01675977653631285
14377,Why I Love You,B2K,73,0,0.0
14378,Why I Love You So Much/Ain't Nobody,Monica,9,0,0.0
14379,Why Me,Styx,26,0,0.0
14380,Why Me Baby?,Keith Sweat,46,0,0.0
14381,Why Must We Wait Until Tonight,Tina Turner,100,0,0.0
14382,Why Not Me,Fred Knoblock,18,0,0.0
14383,Why Should I Cry?,Nona Hendryx,62,0,0.0
14384,Why They Call It Falling,Lee Ann Womack,80,0,0.0
14385,Why Wait,Rascal Flatts,52,0,0.0
14386,Why We Drink,Justin Moore,50,0,0.0
14387,Why We Thugs,Ice Cube,92,24,0.07207207207207207
14388,Why Ya Wanna,Jana Kramer,50,0,0.0
14389,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,66,7,0.021604938271604937
14390,Why You Treat Me So Bad,Club Nouveau,39,0,0.0
14391,Why You Wanna,T.I.,29,6,0.015625
14392,Why You Wanna Try Me,Commodores,66,0,0.0
14393,"Why, Why, Why",Billy Currington,100,0,0.0
14394,Wick Man,Drake,71,11,0.04435483870967742
14395,Wicked,Future,41,8,0.03361344537815126
14396,Wicked,Ice Cube,55,1,0.0019646365422396855
14397,Wicked Game,Chris Isaak,7,0,0.0
14398,Wicked Games,The Weeknd,53,9,0.04639175257731959
14399,Wide Awake,Katy Perry,2,0,0.0
14400,Wide Open Spaces,Dixie Chicks,41,0,0.0
14401,Wide River,The Steve Miller Band,64,0,0.0
14402,Wifey,Next,7,0,0.0
14403,Wifi Lit,Future,53,9,0.024128686327077747
14404,Wiggle,Jason Derulo Featuring Snoop Dogg,5,1,0.0034482758620689655
14405,Wiggle It,2 In A Room,15,0,0.0
14406,Wild And Crazy Love,Mary Jane Girls,42,0,0.0
14407,Wild As Her,Corey Kent,40,0,0.0
14408,Wild At Heart,Gloriana,66,5,0.029940119760479042
14409,Wild For The Night,A$AP Rocky Featuring Skrillex,80,22,0.08365019011406843
14410,Wild Horses,Garth Brooks,50,0,0.0
14411,Wild Horses,Gino Vannelli,55,0,0.0
14412,Wild Life,Jack & Jack,87,3,0.01056338028169014
14413,Wild Night,John Mellencamp With Me'Shell Ndegeocello,3,0,0.0
14414,Wild Ones,Flo Rida Featuring Sia,5,0,0.0
14415,Wild Ones,Jessie Murph & Jelly Roll,42,1,0.004739336492890996
14416,Wild Side,Normani Featuring Cardi B,14,10,0.032679738562091505
14417,Wild Thing,Tone-Loc,3,0,0.0
14418,Wild Things,Alessia Cara,50,0,0.0
14419,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,0.007662835249042145
14420,Wild West Show,Big & Rich,85,0,0.0
14421,Wild Wild Life,Talking Heads,25,0,0.0
14422,Wild Wild Love,Pitbull Featuring G.R.L.,30,0,0.0
14423,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,2,2,0.0034782608695652175
14424,Wild World,Maxi Priest,26,0,0.0
14425,Wild World,Mr. Big,27,0,0.0
14426,"Wild, Wild West",Kool Moe Dee,62,0,0.0
14427,"Wild, Wild West",The Escape Club,2,0,0.0
14428,Wildest Dreams,Taylor Swift,6,2,0.012738853503184714
14429,Wildest Dreams (Taylor's Version),Taylor Swift,72,2,0.012345679012345678
14430,Wildfire,John Mayer,85,0,0.0
14431,Wildflower,The JaneDear Girls,81,0,0.0
14432,Wildside,Marky Mark & The Funky Bunch,10,0,0.0
14433,Will 2K,Will Smith Featuring K-Ci,25,2,0.005221932114882507
14434,Will The Wolf Survive,Los Lobos,79,0,0.0
14435,Will You Be There,Michael Jackson,7,0,0.0
14436,Will You Be There (In The Morning),Heart,39,0,0.0
14437,Will You Marry Me?,Paula Abdul,20,0,0.0
14438,Will You Still Love Me?,Chicago,4,0,0.0
14439,Willie & The Hand Jive,George Thorogood & The Destroyers,63,0,0.0
14440,Willing To Forgive,Aretha Franklin,31,0,0.0
14441,Willow,Taylor Swift,22,0,0.0
14442,Wind Beneath My Wings,Lou Rawls,65,0,0.0
14443,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,2,0,0.0
14444,Wind It Up,Gwen Stefani,7,1,0.0035087719298245615
14445,Wind Of Change,Scorpions,7,0,0.0
14446,Window Seat,Erykah Badu,98,0,0.0
14447,Window Shopper,50 Cent,23,11,0.041353383458646614
14448,Windows,Missing Persons,63,0,0.0
14449,Windows Down,Big Time Rush,97,0,0.0
14450,Winds Of Change,Jefferson Starship,38,0,0.0
14451,Wine Into Water,Morgan Wallen,100,0,0.0
14452,"Wine, Beer, Whiskey",Little Big Town,100,0,0.0
14453,Wings,Little Mix,87,0,0.0
14454,Wings Of A Butterfly,HIM,87,1,0.011627906976744186
14455,Wings Of The Morning,Capleton,79,2,0.005970149253731343
14456,Wink,Neal McCoy,97,0,0.0
14457,Winner At A Losing Game,Rascal Flatts,52,0,0.0
14458,Winner Takes It All,Sammy Hagar,54,0,0.0
14459,Winning,Santana,18,0,0.0
14460,Winter Wonderland,Chloe,96,0,0.0
14461,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,41,13,0.037037037037037035
14462,Wipe Your Eyes,Maroon 5,80,0,0.0
14463,Wipeout,Fat Boys & The Beach Boys,12,0,0.0
14464,Wired For Sound,Cliff Richard,73,0,0.0
14465,Wise Up,Amy Grant,66,0,0.0
14466,Wish I Didn't Love You,Chloe Kohanski,69,0,0.0
14467,Wish I Didn't Miss You,Angie Stone,80,0,0.0
14468,Wish I Knew You,The Revivalists,87,1,0.006211180124223602
14469,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,43,29,0.07474226804123711
14470,Wish You Were Gay,Billie Eilish,31,0,0.0
14471,Wish You Were Here,Avril Lavigne,65,26,0.16560509554140126
14472,Wish You Were Here,Incubus,60,0,0.0
14473,Wish You Were Here,Mark Wills,34,3,0.023622047244094488
14474,Wishful Drinking,Ingrid Andress With Sam Hunt,47,0,0.0
14475,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",79,26,0.0718232044198895
14476,Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,26,0,0.0
14477,Wishing I Was Lucky,Wet Wet Wet,58,0,0.0
14478,Wishing On A Star,The Cover Girls,9,0,0.0
14479,Wishing On The Same Star,Keedy,91,0,0.0
14480,Wishing Well,Juice WRLD,13,0,0.0
14481,Wishing Well,Terence Trent D'Arby,1,0,0.0
14482,Wishlist,Pearl Jam,48,0,0.0
14483,With A Woman You Love,Justin Moore,64,1,0.006944444444444444
14484,With Arms Wide Open,Creed,2,0,0.0
14485,With Every Beat Of My Heart,Taylor Dayne,5,0,0.0
14486,With Love,Hilary Duff,28,0,0.0
14487,With Me,Lonestar,63,0,0.0
14488,With Or Without You,U2,1,0,0.0
14489,With Them,Young Thug,87,26,0.06326034063260341
14490,With You,Chris Brown,2,0,0.0
14491,With You,Drake Featuring PARTYNEXTDOOR,64,0,0.0
14492,With You,Jessica Simpson,14,0,0.0
14493,With You,Lila McCann,41,0,0.0
14494,With You,Tony Terry,14,0,0.0
14495,With You All The Way,New Edition,53,0,0.0
14496,With You I'm Born Again,Billy Preston & Syreeta,4,0,0.0
14497,With You Tonight / Hasta El Amanecer,Nicky Jam,73,0,0.0
14498,Without Love,Donna Lewis,41,0,0.0
14499,Without Me,Eminem,2,12,0.02575107296137339
14500,Without Me,Halsey,2,2,0.01020408163265306
14501,Without You,David Bowie,76,0,0.0
14502,Without You,David Guetta Featuring Usher,4,0,0.0
14503,Without You,Hinder,88,0,0.0
14504,Without You,Keith Urban,52,0,0.0
14505,Without You,The Kid LAROI,9,2,0.013793103448275862
14506,Without You (Not Another Lonely Night),Franke & The Knockouts,24,0,0.0
14507,Without Your Love,Angelina,82,0,0.0
14508,Without Your Love,Roger Daltrey,20,0,0.0
14509,Without Your Love,Toto,38,0,0.0
